Occupation,S.NO,Name,Nationality,Current Rank,Previous Year Rank,Category,Year,earnings
Celebrity,1528,Mark Wahlberg,n/a,n/a,n/a,Actors,2017,68
Celebrity,1529,Metallica,n/a,n/a,n/a,Musicians,2017,66.5
Celebrity,1530,Dwayne Johnson,n/a,n/a,n/a,Actors,2017,65
Celebrity,1531,Roger Federer,n/a,n/a,n/a,Athletes,2017,64
Celebrity,1532,David Copperfield,n/a,n/a,n/a,Magicians,2017,61.5
Celebrity,1533,Kevin Durant,n/a,n/a,n/a,Athletes,2017,60.6
Celebrity,1534,Garth Brooks,n/a,n/a,n/a,Musicians,2017,60
Celebrity,1535,Elton John,n/a,n/a,n/a,Musicians,2017,60
Celebrity,1536,Gordon Ramsay,n/a,n/a,n/a,Personalities,2017,60
Celebrity,1537,Ryan Seacrest,n/a,n/a,n/a,Personalities,2017,58
Celebrity,1538,Chris Rock,n/a,n/a,n/a,Comedians,2017,57
Celebrity,1539,Vin Diesel,n/a,n/a,n/a,Actors,2017,54.5
Celebrity,1540,Paul McCartney,n/a,n/a,n/a,Musicians,2017,54
Celebrity,1541,Red Hot Chili Peppers,n/a,n/a,n/a,Musicians,2017,54
Celebrity,1542,Louis C.K.,n/a,n/a,n/a,Comedians,2017,52
Celebrity,1543,Jimmy Buffett,n/a,n/a,n/a,Musicians,2017,50.5
Celebrity,1544,Adam Sandler,n/a,n/a,n/a,Actors,2017,50.5
Celebrity,1545,Andrew Luck,n/a,n/a,n/a,Athletes,2017,50
Celebrity,1546,Rory McIlroy,n/a,n/a,n/a,Athletes,2017,50
Celebrity,1547,Jackie Chan,n/a,n/a,n/a,Actors,2017,49
Celebrity,1548,Calvin Harris,n/a,n/a,n/a,Musicians,2017,48.5
Celebrity,1549,Robert Downey Jr.,n/a,n/a,n/a,Actors,2017,48
Celebrity,1550,Stephen Curry,n/a,n/a,n/a,Athletes,2017,47.3
Celebrity,1551,Dave Chappelle,n/a,n/a,n/a,Comedians,2017,47
Celebrity,1552,Judy Sheindlin,n/a,n/a,n/a,Personalities,2017,47
Celebrity,1553,James Harden,n/a,n/a,n/a,Athletes,2017,46.6
Celebrity,1554,Lewis Hamilton,n/a,n/a,n/a,Athletes,2017,46
Celebrity,1555,Kim Kardashian,n/a,n/a,n/a,Personalities,2017,45.5
Celebrity,1556,Drew Brees,n/a,n/a,n/a,Athletes,2017,45.3
Celebrity,1557,Taylor Swift,n/a,n/a,n/a,Musicians,2017,44
Celebrity,1558,Simon Cowell,n/a,n/a,n/a,Personalities,2017,43.5
Celebrity,1559,Phil Mickelson,n/a,n/a,n/a,Athletes,2017,43.5
Celebrity,1560,Tom Cruise,n/a,n/a,n/a,Actors,2017,43
Celebrity,1561,Kenny Chesney,n/a,n/a,n/a,Musicians,2017,42.5
Celebrity,1562,Steve Harvey,n/a,n/a,n/a,Personalities,2017,42.5
Celebrity,1563,Luke Bryan,n/a,n/a,n/a,Musicians,2017,42
Celebrity,1564,Celine Dion,n/a,n/a,n/a,Musicians,2017,42
Celebrity,1565,Jay-Z,n/a,n/a,n/a,Musicians,2017,42
Celebrity,1566,Sofia Vergara,n/a,n/a,n/a,Television actresses,2017,41.5
Celebrity,1567,Kylie Jenner,n/a,n/a,n/a,Personalities,2017,41
Celebrity,1568,Bruno Mars,n/a,n/a,n/a,Musicians,2017,39
Celebrity,1569,Phil Mickelson,n/a,n/a,n/a,Athletes,2017,43.5
Celebrity,1570,Tom Cruise,n/a,n/a,n/a,Actors,2017,43
Celebrity,1571,Kenny Chesney,n/a,n/a,n/a,Musicians,2017,42.5
Celebrity,1572,Steve Harvey,n/a,n/a,n/a,Personalities,2017,42.5
Celebrity,1573,Luke Bryan,n/a,n/a,n/a,Musicians,2017,42
Celebrity,1574,Celine Dion,n/a,n/a,n/a,Musicians,2017,42
Celebrity,1575,Jay-Z,n/a,n/a,n/a,Musicians,2017,42
Celebrity,1576,Sofia Vergara,n/a,n/a,n/a,Television actresses,2017,41.5
Celebrity,1577,Kylie Jenner,n/a,n/a,n/a,Personalities,2017,41
Celebrity,1578,Bruno Mars,n/a,n/a,n/a,Musicians,2017,39
Celebrity,1579,Tiesto,n/a,n/a,n/a,Musicians,2017,39
Celebrity,1580,Russell Westbrook,n/a,n/a,n/a,Athletes,2017,38.6
Celebrity,1581,Sebastian Vettel,n/a,n/a,n/a,Athletes,2017,38.5
Celebrity,1582,Damian Lillard,n/a,n/a,n/a,Athletes,2017,38.4
Celebrity,1583,Shah Rukh Khan,n/a,n/a,n/a,Actors,2017,38
Celebrity,1584,Jennifer Lopez,n/a,n/a,n/a,Musicians,2017,38
Celebrity,1585,The Chainsmokers,n/a,n/a,n/a,Musicians,2017,38
Celebrity,1586,Novak Djokovic,n/a,n/a,n/a,Athletes,2017,37.6
Celebrity,1587,Amy Schumer,n/a,n/a,n/a,Comedians,2017,37.5
Celebrity,1588,Tiger Woods,n/a,n/a,n/a,Athletes,2017,37.1
Celebrity,1589,Salman Khan,n/a,n/a,n/a,Actors,2017,37
Celebrity,1590,Neymar,n/a,n/a,n/a,Athletes,2017,37
Celebrity,1591,Bill O'Reilly,n/a,n/a,n/a,Personalities,2017,37
Celebrity,1592,Dolly Parton,n/a,n/a,n/a,Musicians,2017,37
Celebrity,1593,Ed Sheeran,n/a,n/a,n/a,Musicians,2017,37
Celebrity,1594,Dwyane Wade,n/a,n/a,n/a,Athletes,2017,36.2
Celebrity,1595,Fernando Alonso,n/a,n/a,n/a,Athletes,2017,36
Celebrity,1596,Sean Hannity,n/a,n/a,n/a,Personalities,2017,36
Celebrity,1597,Rihanna,n/a,n/a,n/a,Musicians,2017,36
Celebrity,1598,Bon Jovi,n/a,n/a,n/a,Musicians,2017,35.5
Celebrity,1599,Akshay Kumar,n/a,n/a,n/a,Actors,2017,35.5
Celebrity,1600,Billy Joel,n/a,n/a,n/a,Musicians,2017,35
Celebrity,1601,Dr. Dre,n/a,n/a,n/a,Musicians,2017,34.5
Celebrity,1602,Florida Georgia Line,n/a,n/a,n/a,Musicians,2017,34.5
Celebrity,1603,Toby Keith,n/a,n/a,n/a,Musicians,2017,34.5
Celebrity,1604,Jordan Spieth,n/a,n/a,n/a,Athletes,2017,34.5
Celebrity,1605,Derrick Rose,n/a,n/a,n/a,Athletes,2017,34.3
Celebrity,1606,Usain Bolt,n/a,n/a,n/a,Athletes,2017,34.2
Celebrity,1607,Gareth Bale,n/a,n/a,n/a,Athletes,2017,34
Celebrity,1608,Conor McGregor,n/a,n/a,n/a,Athletes,2017,34
Celebrity,1609,Britney Spears,n/a,n/a,n/a,Musicians,2017,34
Celebrity,1610,Kei Nishikori,n/a,n/a,n/a,Athletes,2017,33.9
Celebrity,1611,Fletcher Cox,n/a,n/a,n/a,Athletes,2017,33.4
Celebrity,1612,Clayton Kershaw,n/a,n/a,n/a,Athletes,2017,33.3
Celebrity,1613,Chance The Rapper,n/a,n/a,n/a,Musicians,2017,33
Celebrity,1614,Katy Perry,n/a,n/a,n/a,Musicians,2017,33
Celebrity,1615,Carmelo Anthony,n/a,n/a,n/a,Athletes,2017,32.6
Celebrity,1616,Jason Aldean,n/a,n/a,n/a,Musicians,2017,32.5
Celebrity,1617,Kevin Hart,n/a,n/a,n/a,Comedians,2017,32.5
Celebrity,1618,Zlatan Ibrahimovic,n/a,n/a,n/a,Athletes,2017,32
Celebrity,1619,Floyd Mayweather,n/a,n/a,n/a,Athletes,2018,285
Celebrity,1620,George Clooney,n/a,n/a,n/a,Actors,2018,239
Celebrity,1621,Kylie Jenner,n/a,n/a,n/a,Personalities,2018,166.5
Celebrity,1622,Judy Sheindlin,n/a,n/a,n/a,Personalities,2018,147
Celebrity,1623,Dwayne Johnson,n/a,n/a,n/a,Actors,2018,124
Celebrity,1624,U2,n/a,n/a,n/a,Musicians,2018,118
Celebrity,1625,Coldplay,n/a,n/a,n/a,Musicians,2018,115.5
Celebrity,1626,Lionel Messi,n/a,n/a,n/a,Athletes,2018,111
Celebrity,1627,Ed Sheeran,n/a,n/a,n/a,Musicians,2018,110
Celebrity,1628,Cristiano Ronaldo,n/a,n/a,n/a,Athletes,2018,108
Celebrity,1629,Bruno Mars,n/a,n/a,n/a,Musicians,2018,100
Celebrity,1630,Conor McGregor,n/a,n/a,n/a,Athletes,2018,99
Celebrity,1631,Neymar,n/a,n/a,n/a,Athletes,2018,90
Celebrity,1632,Howard Stern,n/a,n/a,n/a,Personalities,2018,90
Celebrity,1633,Ellen DeGeneres,n/a,n/a,n/a,Personalities,2018,87.5
Celebrity,1634,James Patterson,n/a,n/a,n/a,Authors,2018,86
Celebrity,1635,LeBron James,n/a,n/a,n/a,Athletes,2018,85.5
Celebrity,1636,Rush Limbaugh,n/a,n/a,n/a,Personalities,2018,84.5
Celebrity,1637,Katy Perry,n/a,n/a,n/a,Musicians,2018,83
Celebrity,1638,Robert Downey Jr.,n/a,n/a,n/a,Actors,2018,81
Celebrity,1639,Taylor Swift,n/a,n/a,n/a,Musicians,2018,80
Celebrity,1640,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,2018,77.5
Celebrity,1641,Roger Federer,n/a,n/a,n/a,Athletes,2018,77.2
Celebrity,1642,Stephen Curry,n/a,n/a,n/a,Athletes,2018,76.9
Celebrity,1643,Jay-Z,n/a,n/a,n/a,Musicians,2018,76.5
Celebrity,1644,Ryan Seacrest,n/a,n/a,n/a,Personalities,2018,74
Celebrity,1645,Guns N' Roses,n/a,n/a,n/a,Musicians,2018,71
Celebrity,1646,Roger Waters,n/a,n/a,n/a,Musicians,2018,68
Celebrity,1647,Matt Ryan,n/a,n/a,n/a,Athletes,2018,67.3
Celebrity,1648,Kim Kardashian,n/a,n/a,n/a,Personalities,2018,67
Celebrity,1649,Chris Hemsworth,n/a,n/a,n/a,Actors,2018,64.5
Celebrity,1650,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,2018,64
Celebrity,1651,David Copperfield,n/a,n/a,n/a,Magicians,2018,62
Celebrity,1652,Gordon Ramsay,n/a,n/a,n/a,Personalities,2018,62
Celebrity,1653,Beyonce Knowles,n/a,n/a,n/a,Musicians,2018,60
Celebrity,1654,Matthew Stafford,n/a,n/a,n/a,Athletes,2018,59.5
Celebrity,1655,Kendrick Lamar,n/a,n/a,n/a,Musicians,2018,58
Celebrity,1656,Jerry Seinfeld,n/a,n/a,n/a,Comedians,2018,57.5
Celebrity,1657,Kevin Hart,n/a,n/a,n/a,Comedians,2018,57
Celebrity,1658,The Weeknd,n/a,n/a,n/a,Musicians,2018,57
Celebrity,1659,The Eagles,n/a,n/a,n/a,Musicians,2018,56
Celebrity,1660,J.K. Rowling,n/a,n/a,n/a,Authors,2018,54
Celebrity,1661,Kevin Durant,n/a,n/a,n/a,Athletes,2018,53.7
Celebrity,1662,Depeche Mode,n/a,n/a,n/a,Musicians,2018,53
Celebrity,1663,Luke Bryan,n/a,n/a,n/a,Musicians,2018,52
Celebrity,1664,Pink,n/a,n/a,n/a,Musicians,2018,52
Celebrity,1665,Jimmy Buffett,n/a,n/a,n/a,Musicians,2018,51
Celebrity,1666,Lewis Hamilton,n/a,n/a,n/a,Athletes,2018,51
Celebrity,1667,Lady Gaga,n/a,n/a,n/a,Musicians,2018,50
Celebrity,1668,Calvin Harris,n/a,n/a,n/a,Musicians,2018,48
Celebrity,1669,Paul McCartney,n/a,n/a,n/a,Musicians,2018,47.5
Celebrity,1670,Russell Westbrook,n/a,n/a,n/a,Athletes,2018,47.5
Celebrity,1671,Drake,n/a,n/a,n/a,Musicians,2018,47
Celebrity,1672,Foo Fighters,n/a,n/a,n/a,Musicians,2018,47
Celebrity,1673,Jennifer Lopez,n/a,n/a,n/a,Musicians,2018,47
Celebrity,1674,James Harden,n/a,n/a,n/a,Athletes,2018,46.4
Celebrity,1675,Elton John,n/a,n/a,n/a,Musicians,2018,46
Celebrity,1676,Metallica,n/a,n/a,n/a,Musicians,2018,46
Celebrity,1677,Garth Brooks,n/a,n/a,n/a,Musicians,2018,45.5
Celebrity,1678,Jackie Chan,n/a,n/a,n/a,Actors,2018,45.5
Celebrity,1679,Paul McCartney,n/a,n/a,n/a,Musicians,2018,47.5
Celebrity,1680,Russell Westbrook,n/a,n/a,n/a,Athletes,2018,47.5
Celebrity,1681,Drake,n/a,n/a,n/a,Musicians,2018,47
Celebrity,1682,Foo Fighters,n/a,n/a,n/a,Musicians,2018,47
Celebrity,1683,Jennifer Lopez,n/a,n/a,n/a,Musicians,2018,47
Celebrity,1684,James Harden,n/a,n/a,n/a,Athletes,2018,46.4
Celebrity,1685,Elton John,n/a,n/a,n/a,Musicians,2018,46
Celebrity,1686,Metallica,n/a,n/a,n/a,Musicians,2018,46
Celebrity,1687,Garth Brooks,n/a,n/a,n/a,Musicians,2018,45.5
Celebrity,1688,Jackie Chan,n/a,n/a,n/a,Actors,2018,45.5
Celebrity,1689,The Chainsmokers,n/a,n/a,n/a,Musicians,2018,45.5
Celebrity,1690,Canelo Alvarez,n/a,n/a,n/a,Athletes,2018,44.5
Celebrity,1691,Steve Harvey,n/a,n/a,n/a,Personalities,2018,44
Celebrity,1692,Simon Cowell,n/a,n/a,n/a,Personalities,2018,43.5
Celebrity,1693,Billy Joel,n/a,n/a,n/a,Musicians,2018,43.5
Celebrity,1694,Tiger Woods,n/a,n/a,n/a,Athletes,2018,43.3
Celebrity,1695,Drew Brees,n/a,n/a,n/a,Athletes,2018,42.9
Celebrity,1696,Sofia Vergara,n/a,n/a,n/a,Television actresses,2018,42.5
Celebrity,1697,Sebastian Vettel,n/a,n/a,n/a,Athletes,2018,42.3
Celebrity,1698,Derek Carr,n/a,n/a,n/a,Athletes,2018,42.1
Celebrity,1699,Will Smith,n/a,n/a,n/a,Actors,2018,42
Celebrity,1700,Rafael Nadal,n/a,n/a,n/a,Athletes,2018,41.4
Celebrity,1701,Alex Smith,n/a,n/a,n/a,Athletes,2018,41.4
Celebrity,1702,Phil Mickelson,n/a,n/a,n/a,Athletes,2018,41.3
Celebrity,1703,Jordan Spieth,n/a,n/a,n/a,Athletes,2018,41.2
Celebrity,1704,Scarlett Johansson,n/a,n/a,n/a,Actresses,2018,40.5
Celebrity,1705,Akshay Kumar,n/a,n/a,n/a,Actors,2018,40.5
Celebrity,1706,Adam Sandler,n/a,n/a,n/a,Actors,2018,39.5
Celebrity,1707,Damian Lillard,n/a,n/a,n/a,Athletes,2018,39.2
Celebrity,1708,Anthony Joshua,n/a,n/a,n/a,Athletes,2018,39
Celebrity,1709,Rolling Stones,n/a,n/a,n/a,Musicians,2018,39
Celebrity,1710,Salman Khan,n/a,n/a,n/a,Actors,2018,37.7
Celebrity,1711,Rory McIlroy,n/a,n/a,n/a,Athletes,2018,37.7
Celebrity,1712,Kris Jenner,n/a,n/a,n/a,Personalities,2018,37.5
Celebrity,1713,Rihanna,n/a,n/a,n/a,Musicians,2018,37.5
Celebrity,1714,Bruce Springsteen,n/a,n/a,n/a,Musicians,2018,37.5
Celebrity,1715,Kenny Chesney,n/a,n/a,n/a,Musicians,2018,37
Celebrity,1716,Trumaine Johnson,n/a,n/a,n/a,Athletes,2018,37
Celebrity,1717,Imagine Dragons,n/a,n/a,n/a,Musicians,2018,36.5
Celebrity,1718,Jimmy Garoppolo,n/a,n/a,n/a,Athletes,2018,36.2
Celebrity,1719,Kyrie Irving,n/a,n/a,n/a,Athletes,2018,36.1
Celebrity,1720,Sean Hannity,n/a,n/a,n/a,Personalities,2018,36
Celebrity,1721,Giannis Antetokounmpo,n/a,n/a,n/a,Athletes,2018,35.5
Celebrity,1722,J. Cole,n/a,n/a,n/a,Musicians,2018,35.5
Celebrity,1723,Blake Griffin,n/a,n/a,n/a,Athletes,2018,35.5
Celebrity,1724,Ryan Tannehill,n/a,n/a,n/a,Athletes,2018,35.2
Celebrity,1725,Von Miller,n/a,n/a,n/a,Athletes,2018,35.1
Celebrity,1726,Dave Chappelle,n/a,n/a,n/a,Comedians,2018,35
Celebrity,1727,Dr. Dre,n/a,n/a,n/a,Musicians,2018,35
Celebrity,1728,Nas,n/a,n/a,n/a,Musicians,2018,35
Celebrity,1729,Taylor Swift,n/a,n/a,n/a,Musicians,2019,185
Celebrity,1730,Kylie Jenner,n/a,n/a,n/a,Personalities,2019,170
Celebrity,1731,Kanye West,n/a,n/a,n/a,Musicians,2019,150
Celebrity,1732,Lionel Messi,n/a,n/a,n/a,Athletes,2019,127
Celebrity,1733,Ed Sheeran,n/a,n/a,n/a,Musicians,2019,110
Celebrity,1734,Cristiano Ronaldo,n/a,n/a,n/a,Athletes,2019,109
Celebrity,1735,Neymar,n/a,n/a,n/a,Athletes,2019,105
Celebrity,1736,The Eagles,n/a,n/a,n/a,Musicians,2019,100
Celebrity,1737,Dr. Phil McGraw,n/a,n/a,n/a,Personalities,2019,95
Celebrity,1738,Canelo Alvarez,n/a,n/a,n/a,Athletes,2019,94
Celebrity,1739,Roger Federer,n/a,n/a,n/a,Athletes,2019,93.4
Celebrity,1740,Howard Stern,n/a,n/a,n/a,Personalities,2019,93
Celebrity,1741,J.K. Rowling,n/a,n/a,n/a,Authors,2019,92
Celebrity,1742,Russell Wilson,n/a,n/a,n/a,Athletes,2019,89.5
Celebrity,1743,Dwayne Johnson,n/a,n/a,n/a,Actors,2019,89.4
Celebrity,1744,Aaron Rodgers,n/a,n/a,n/a,Athletes,2019,89.3
Celebrity,1745,LeBron James,n/a,n/a,n/a,Athletes,2019,89
Celebrity,1746,Rush Limbaugh,n/a,n/a,n/a,Personalities,2019,87
Celebrity,1747,Elton John,n/a,n/a,n/a,Musicians,2019,84
Celebrity,1748,Jay-Z,n/a,n/a,n/a,Musicians,2019,81
Celebrity,1749,Beyonce Knowles,n/a,n/a,n/a,Musicians,2019,81
Celebrity,1750,Ellen DeGeneres,n/a,n/a,n/a,Personalities,2019,80.5
Celebrity,1751,Stephen Curry,n/a,n/a,n/a,Athletes,2019,79.8
Celebrity,1752,Chris Hemsworth,n/a,n/a,n/a,Actors,2019,76.4
Celebrity,1753,Drake,n/a,n/a,n/a,Musicians,2019,75
Celebrity,1754,Kim Kardashian,n/a,n/a,n/a,Personalities,2019,72
Celebrity,1755,Ryan Seacrest,n/a,n/a,n/a,Personalities,2019,71.5
Celebrity,1756,Sean (Diddy) Combs,n/a,n/a,n/a,Musicians,2019,70
Celebrity,1757,James Patterson,n/a,n/a,n/a,Authors,2019,70
Celebrity,1758,Metallica,n/a,n/a,n/a,Musicians,2019,68.5
Celebrity,1759,Robert Downey Jr.,n/a,n/a,n/a,Actors,2019,66
Celebrity,1760,Kevin Durant,n/a,n/a,n/a,Athletes,2019,65.4
Celebrity,1761,Akshay Kumar,n/a,n/a,n/a,Actors,2019,65
Celebrity,1762,Tiger Woods,n/a,n/a,n/a,Athletes,2019,63.9
Celebrity,1763,Gordon Ramsay,n/a,n/a,n/a,Personalities,2019,63
Celebrity,1764,Rihanna,n/a,n/a,n/a,Musicians,2019,62
Celebrity,1765,David Copperfield,n/a,n/a,n/a,Magicians,2019,60
Celebrity,1766,Kevin Hart,n/a,n/a,n/a,Comedians,2019,59
Celebrity,1767,Jackie Chan,n/a,n/a,n/a,Actors,2019,58
Celebrity,1768,Travis Scott,n/a,n/a,n/a,Musicians,2019,58
Celebrity,1769,Katy Perry,n/a,n/a,n/a,Musicians,2019,57.5
Celebrity,1770,Justin Timberlake,n/a,n/a,n/a,Musicians,2019,57.5
Celebrity,1771,BTS,n/a,n/a,n/a,Musicians,2019,57
Celebrity,1772,Bradley Cooper,n/a,n/a,n/a,Actors,2019,57
Celebrity,1773,Pink,n/a,n/a,n/a,Musicians,2019,57
Celebrity,1774,Adam Sandler,n/a,n/a,n/a,Actors,2019,57
Celebrity,1775,Scarlett Johansson,n/a,n/a,n/a,Actresses,2019,56
Celebrity,1776,Ben Roethlisberger,n/a,n/a,n/a,Athletes,2019,55.5
Celebrity,1777,Lewis Hamilton,n/a,n/a,n/a,Athletes,2019,55
Celebrity,1778,Anthony Joshua,n/a,n/a,n/a,Athletes,2019,55
Celebrity,1779,Khalil Mack,n/a,n/a,n/a,Athletes,2019,55
Celebrity,1780,Russell Westbrook,n/a,n/a,n/a,Athletes,2019,53.7
Celebrity,1781,Billy Joel,n/a,n/a,n/a,Musicians,2019,52
Celebrity,1782,Bruno Mars,n/a,n/a,n/a,Musicians,2019,51.5
Celebrity,1783,Novak Djokovic,n/a,n/a,n/a,Athletes,2019,50.6
Celebrity,1784,Mike Trout,n/a,n/a,n/a,Athletes,2019,50.6
Celebrity,1785,Jimmy Buffett,n/a,n/a,n/a,Musicians,2019,50
Celebrity,1786,Eminem,n/a,n/a,n/a,Musicians,2019,50
Celebrity,1787,Fleetwood Mac,n/a,n/a,n/a,Musicians,2019,49
Celebrity,1788,Judy Sheindlin,n/a,n/a,n/a,Personalities,2019,49
Celebrity,1789,Khalil Mack,n/a,n/a,n/a,Athletes,2019,55
Celebrity,1790,Russell Westbrook,n/a,n/a,n/a,Athletes,2019,53.7
Celebrity,1791,Billy Joel,n/a,n/a,n/a,Musicians,2019,52
Celebrity,1792,Bruno Mars,n/a,n/a,n/a,Musicians,2019,51.5
Celebrity,1793,Novak Djokovic,n/a,n/a,n/a,Athletes,2019,50.6
Celebrity,1794,Mike Trout,n/a,n/a,n/a,Athletes,2019,50.6
Celebrity,1795,Jimmy Buffett,n/a,n/a,n/a,Musicians,2019,50
Celebrity,1796,Eminem,n/a,n/a,n/a,Musicians,2019,50
Celebrity,1797,Fleetwood Mac,n/a,n/a,n/a,Musicians,2019,49
Celebrity,1798,Judy Sheindlin,n/a,n/a,n/a,Personalities,2019,49
Celebrity,1799,Phil Mickelson,n/a,n/a,n/a,Athletes,2019,48.4
Celebrity,1800,Ariana Grande,n/a,n/a,n/a,Musicians,2019,48
Celebrity,1801,Paul McCartney,n/a,n/a,n/a,Musicians,2019,48
Celebrity,1802,James Harden,n/a,n/a,n/a,Athletes,2019,47.7
Celebrity,1803,Conor McGregor,n/a,n/a,n/a,Athletes,2019,47
Celebrity,1804,DeMarcus Lawrence,n/a,n/a,n/a,Athletes,2019,46.9
Celebrity,1805,Sean Hannity,n/a,n/a,n/a,Personalities,2019,46
Celebrity,1806,The Chainsmokers,n/a,n/a,n/a,Musicians,2019,46
Celebrity,1807,Steve Harvey,n/a,n/a,n/a,Personalities,2019,45
Celebrity,1808,Bryce Harper,n/a,n/a,n/a,Athletes,2019,44.5
Celebrity,1809,Guns N' Roses,n/a,n/a,n/a,Musicians,2019,44
Celebrity,1810,Chris Paul,n/a,n/a,n/a,Athletes,2019,43.8
Celebrity,1811,Chris Evans,n/a,n/a,n/a,Actors,2019,43.5
Celebrity,1812,Kyrie Irving,n/a,n/a,n/a,Athletes,2019,43.3
Celebrity,1813,Giannis Antetokounmpo,n/a,n/a,n/a,Athletes,2019,43.2
Celebrity,1814,Jennifer Lopez,n/a,n/a,n/a,Musicians,2019,43
Celebrity,1815,Sofia Vergara,n/a,n/a,n/a,Television actresses,2019,43
Celebrity,1816,Luke Bryan,n/a,n/a,n/a,Musicians,2019,42.5
Celebrity,1817,Drew Brees,n/a,n/a,n/a,Athletes,2019,42.4
Celebrity,1818,Simon Cowell,n/a,n/a,n/a,Personalities,2019,42
Celebrity,1819,Aaron Donald,n/a,n/a,n/a,Athletes,2019,41.4
Celebrity,1820,Damian Lillard,n/a,n/a,n/a,Athletes,2019,41.1
Celebrity,1821,Paul Rudd,n/a,n/a,n/a,Actors,2019,41
Celebrity,1822,Jerry Seinfeld,n/a,n/a,n/a,Comedians,2019,41
Celebrity,1823,Rolling Stones,n/a,n/a,n/a,Musicians,2019,41
Celebrity,1824,Sebastian Vettel,n/a,n/a,n/a,Athletes,2019,40.3
Celebrity,1825,DJ Khaled,n/a,n/a,n/a,Musicians,2019,40
Celebrity,1826,Marshmello,n/a,n/a,n/a,Musicians,2019,40
Celebrity,1827,The Weeknd,n/a,n/a,n/a,Musicians,2019,40
Celebrity,1828,Lady Gaga,n/a,n/a,n/a,Musicians,2019,39.5
Celebrity,1829,Blake Griffin,n/a,n/a,n/a,Athletes,2019,39.1
Celebrity,1830,Dave Matthews Band,n/a,n/a,n/a,Musicians,2019,39
Celebrity,1831,Rory McIlroy,n/a,n/a,n/a,Athletes,2019,39
Celebrity,1832,Paul George,n/a,n/a,n/a,Athletes,2019,38.6
Celebrity,1833,Zac Brown Band,n/a,n/a,n/a,Musicians,2019,38.5
Celebrity,1834,Calvin Harris,n/a,n/a,n/a,Musicians,2019,38.5
Celebrity,1835,Kendrick Lamar,n/a,n/a,n/a,Musicians,2019,38.5
Celebrity,1836,Brandin Cooks,n/a,n/a,n/a,Athletes,2019,38
Celebrity,1837,Shawn Mendes,n/a,n/a,n/a,Musicians,2019,38
Celebrity,1838,Celine Dion,n/a,n/a,n/a,Musicians,2019,37.5
